"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Testes E2E","0","Fluxo Completo de Compra","1","0","Jornada de Usuário - Login até Finalização do Pedido","0"
